gene	5FU_6	5FU_6	5FU_6	5FU_6	5FU_6	5FU_6
ENSRNOG00000011853	715	817	753	860	765	860
ENSRNOG00000011854	146	131	152	144	159	181
ENSRNOG00000011855	0	0	0	0	0	0
ENSRNOG00000011856	23	27	21	18	22	29
ENSRNOG00000011857	1778	1652	1868	2115	1963	2213
ENSRNOG00000011858	1	0	0	0	0	0
ENSRNOG00000011859	589	627	630	644	588	639
ENSRNOG00000011861	18.00002	20.00002	25	14	19.99995	18.00002
ENSRNOG00000011863	211	155	194	236	185	218
ENSRNOG00000011865	1466	917	830	861	911	802
ENSRNOG00000011871	353	422	476	424	462	443
ENSRNOG00000011873	259	330	376	371	391	387
ENSRNOG00000011875	0	2	4	2	0	2
ENSRNOG00000011876	1942	1993	2406	2418	2566	2578
ENSRNOG00000011879	1834.27	1808.6645	2206.106	1947.5739	1680.9814	2931.129
ENSRNOG00000011881	385.59519	368.97956	387.50295	340.50328	401.6321	356.87
ENSRNOG00000011882	263	229	311	312	304	287
ENSRNOG00000011884	1301.005	1250.996	1541.995	1569.99	1484.997	1597.999
ENSRNOG00000011885	228.981	212.014	230.951	229.381	281.451	256.824
ENSRNOG00000011887	6083	5138	5732	5825	6197	5639
ENSRNOG00000011891	2581	2460	2683	2628	2758	2579
ENSRNOG00000011892	1	4	0	1	4	4
ENSRNOG00000011893	30024.7	29258.4	22651.3	23898.6	26558.6	23805.6
ENSRNOG00000011895	467.0004	489.9996	510.9998	434.0004	538	495.0001
ENSRNOG00000011901	1250.0029	2112.002	2630.996	2473.001	2339.995	2197.0023
ENSRNOG00000011904	327.1196	343.2894	366.4289	323.7779	319.0393	272.3567
ENSRNOG00000011905	2305	1787	1663	1716	1848	1611
ENSRNOG00000011907	10	3	1	3	0	4
ENSRNOG00000011908	402	392	491	429	396	549
ENSRNOG00000011909	426.047	442.446	454.499	389.7	365.013	609.972
ENSRNOG00000011910	797.295	967	916	987.631	1075.43	1114
ENSRNOG00000011912	7384	4343.00428	4407	4716.99546	5102	4245.00374
ENSRNOG00000011913	113	120	116.0002	129	89	109
ENSRNOG00000011914	177.0001	144	190.0004	179.9997	156	163
ENSRNOG00000011917	0	0	0	0	0	0
ENSRNOG00000011918	10.0109	11	10.0082	13.01	9	14.0001
ENSRNOG00000011921	85	45	55	84	74	80
ENSRNOG00000011922	1882.1441	1842.11949	2274.1432	2144.11677	2225.14428	2191.11346
ENSRNOG00000011923	191	28	26	30	23	23
ENSRNOG00000011925	7	0	3	2	4	3
ENSRNOG00000011927	895	1064	1419	1667	1354	1604
ENSRNOG00000011929	1206.25	1139.26	1220.2	1170.44	1196.5	1285.29
ENSRNOG00000011931	524.1391	710.0003	845	783.0002	893	841
ENSRNOG00000011932	802.9995	756	726.00025	904.00036	736.9996	839.0002
ENSRNOG00000011933	656	759	790	905	737	837
ENSRNOG00000011936	148.99998	107	118	141.00009	147.99995	104.99993
ENSRNOG00000011937	89	105	115	88	101	119
ENSRNOG00000011944	102	134	151	173	173	167
ENSRNOG00000011945	728	971.0002	1027	1060	1053	1111
ENSRNOG00000011946	822	1620	1636	1339	1496	1218
ENSRNOG00000011947	2	0	2	0	0	0
ENSRNOG00000011949	6168.84	6259.68	5262.82	5463.97	5970.08	5047.5
ENSRNOG00000011951	1734	1337	1281	1694	1350	1714
ENSRNOG00000011952	3964	3528	3576	3560	4054	3500
ENSRNOG00000011953	2013	1826	2019	2035	2048	2081
ENSRNOG00000011954	0	0	0	0	0	2.0000001
ENSRNOG00000011955	14.433	13.4046	15.9041	7.20132	19.0242	3.55691
ENSRNOG00000011956	1103	1057	1059	1026	1113	1048
ENSRNOG00000011962	316.49464	263.00612	262.79382	256.46132	258.15804	261.89204
ENSRNOG00000011963	0	0	0	0	0	0
ENSRNOG00000011964	175.782	171.629	157.462	187.023	180.921	221.785
ENSRNOG00000011967	95	136	140	126	133	139
ENSRNOG00000011969	201.0003	219.0005	267.9997	182.9999	250.9997	215.0003
ENSRNOG00000011970	11	11	12	8	21	12
ENSRNOG00000011971	298.99953	350.99981	398	428	332.99954	376
ENSRNOG00000011973	12	7	12	10	16	4
ENSRNOG00000011974	0	0	0	0	0	0
ENSRNOG00000011975	481.296	337.723	475.715	429.929	454.355	524.124
ENSRNOG00000011976	466.9996	375.00045	368.00048	357.9999	405.00014	366.9997
ENSRNOG00000011977	1376.08	1821.209	2220.728	2106.962	2031.292	2104.118
ENSRNOG00000011979	1251.9971	1233.9966	1098.0032	1039.0002	1329.9969	988.0003
ENSRNOG00000011980	36	39.00004	40.0000276	26	37	30
ENSRNOG00000011981	856	780	834	837	823	908
ENSRNOG00000011984	27	20	27	18	19	19
ENSRNOG00000011986	2	0	0	0	0	2
ENSRNOG00000011987	375	425	508	447	397	641
ENSRNOG00000011989	6	2	6	5	12	7
ENSRNOG00000011991	186.509	209.878	208.604	269.062	341.868	252.997
ENSRNOG00000011992	0	0	0	1	1	0
ENSRNOG00000011994	2004.49	2039.2	1999.74	1971.22	2315.93	1896.12
ENSRNOG00000011997	27.3874	23.5909	0	0	0	5.25462
ENSRNOG00000012001	382	430	435	358	440	409
ENSRNOG00000012002	1699	1833	2255	2531	2200	2499
ENSRNOG00000012004	1174	1224	1219	1159	1204	1223
ENSRNOG00000012007	364	347	455	426	481	423
ENSRNOG00000012008	64	59	63	87	79	63
ENSRNOG00000012012	293	304	310	292	306	315
ENSRNOG00000012014	1524.83	1266.92	1386.68	1519.74	1468.24	1572.69
ENSRNOG00000012015	166.0003	277	271	285	276.9998	280
ENSRNOG00000012016	608.5611	566.58561	791.187	719.08366	626.317	720.79999
ENSRNOG00000012017	540.613	534.409	511	560	671	621.745
ENSRNOG00000012019	405	473	513	513	509	547
ENSRNOG00000012020	216.717	297.038	309.104	280.162	362.781	277.507
ENSRNOG00000012021	628	720	777	743	834	687
ENSRNOG00000012022	0	0	0	2	2	0
ENSRNOG00000012026	3237	3238	3105	3061	3664	2949
ENSRNOG00000012027	56.0995	54.155	53.1174	64.1387	58.0836	79.165
ENSRNOG00000012030	62	48	72	48	52	43
ENSRNOG00000012034	0	0	0	0	0	0
ENSRNOG00000012035	990	923	905	972	993	940
ENSRNOG00000012036	110	72	100	82	94	75
ENSRNOG00000012037	246.2022	332.1929	365.3783	327.585	381.3777	391.7675
ENSRNOG00000012038	0	0	0	0	0	0
ENSRNOG00000012040	0	0	0	0	0	0
ENSRNOG00000012045	0	1	0	0	3	1
ENSRNOG00000012046	1340	1248	1322	1442	1497	1409
ENSRNOG00000012049	162.592	133.909	157.096	145.203	164.582	162.249
ENSRNOG00000012051	177	165	188	280	239	237
ENSRNOG00000012052	0	0	0	0	0	0
ENSRNOG00000012053	1433	1748	1615	1473	1763	1468
ENSRNOG00000012054	664	773	737	774	809	762
ENSRNOG00000012055	1955.003	1726	2196.997	2356.004	2256.002	2251.004
ENSRNOG00000012057	1.02845	0	2.01111	1.11057	3.00927	1.00735
ENSRNOG00000012058	37.2533	40.0502	37.2765	52.0435	41.1372	50.8421
ENSRNOG00000012060	244	372	316	390	386	357
ENSRNOG00000012061	5.000002	7	8	14	3	7.000002
ENSRNOG00000012062	2963	2621	2539	2809	2932	2582
ENSRNOG00000012067	319	320	289	383	307	414
ENSRNOG00000012068	8	6	1	5	10	6
ENSRNOG00000012071	0	0	0	0	0	0
ENSRNOG00000012073	286.99969	333.99983	308	308	299	296.99954
ENSRNOG00000012074	1401	1441	1498	1474	1538	1374
ENSRNOG00000012079	0	0	0	0	0	0
ENSRNOG00000012081	6660	7540	6121	6388	7273	6353
ENSRNOG00000012083	901	875	1049	936	963	879
ENSRNOG00000012084	3594	3292	3202	3104	3632	3310
ENSRNOG00000012085	881	805	822	731	910	725
ENSRNOG00000012086	0.777978	0	0	0	0	0
ENSRNOG00000012087	749	582	517	603	561	516
ENSRNOG00000012088	12.661	3.60117	5.19969	16.8004	6.20015	0
ENSRNOG00000012089	1157.0004	1190.0031	1209	1302.9975	1312.99505	1233.99652
ENSRNOG00000012090	7	10	4	7	7	4
ENSRNOG00000012091	518.00044	588.99981	566.99963	511.99972	650.99962	505.00017
ENSRNOG00000012092	0	2	0	0	0	0
ENSRNOG00000012094	1954.995	1580	2006	2442	1751.002	2362.997
ENSRNOG00000012095	7896	5722	5205	7002	6173	7135
ENSRNOG00000012098	62.05600802102	43.0112102936	28.05020419148	49.0121	52.03200248794	52
ENSRNOG00000012099	332	326	331	374	393	397
ENSRNOG00000012100	468.9676	470.9631	395.9402	401.9429	521.9515	444.9615
ENSRNOG00000012103	3	1	0	1	2	1
ENSRNOG00000012106	2303	2090	2296	3036	2587	3085
ENSRNOG00000012108	110	156	197.9996	156	162	151
ENSRNOG00000012109	52	42	61	47	56	53
ENSRNOG00000012110	63	52	75	100	79	71
ENSRNOG00000012111	98	117	94	115	113	126
ENSRNOG00000012115	1	0	0	0	0	1
ENSRNOG00000012119	290.669	212.681	239.985	368.094	280.01	363.267
ENSRNOG00000012121	1150.94	1327.07	1314.2	1262.94	1431.99	1221.93
ENSRNOG00000012122	0	0	0	1	2	0
ENSRNOG00000012123	724	548	572	441	522	437
ENSRNOG00000012124	995	998	939	946	1077	901
ENSRNOG00000012131	0	1	0	0	1	0
ENSRNOG00000012134	29	49	42	36	54	58
ENSRNOG00000012136	1598	1342	1343	1288	1369	1302
ENSRNOG00000012137	319	249	305	270	292	320
ENSRNOG00000012138	1053.96	984.054	970.029	1059.06	1072.16	1019.74
ENSRNOG00000012140	370.7387	434.7677	424.33	443.775	445.0873	449.6171
ENSRNOG00000012141	110	96	121	129	129	128
ENSRNOG00000012142	27	25	23	27	19.7101	32.4924
ENSRNOG00000012146	571	531	650.616	720	585	742
ENSRNOG00000012147	906	875	860	920	950	1010
ENSRNOG00000012148	1212	1226	1574	1703	1437	1929
ENSRNOG00000012149	196	221	246	264	281	267
ENSRNOG00000012151	161	128	103	135	136	119
ENSRNOG00000012153	447	448	554	440	489	467
ENSRNOG00000012155	2	2.00282	1.00432	0	0	1.003
ENSRNOG00000012156	520.965	615	606.966	608	622	590
ENSRNOG00000012157	3465	3295	3746	4049	4070	3775
ENSRNOG00000012160	54.0647	72.0118	84.0761	66.0168	81.0058	79.0833593481
ENSRNOG00000012162	1280	1345	1323	1263	1474	1279
ENSRNOG00000012163	1905	1845	2358	2245	2216	2504
ENSRNOG00000012164	292	327	410	394	370	452
ENSRNOG00000012165	0	0	0	0	0	0
ENSRNOG00000012166	52	66	59	50	62	57
ENSRNOG00000012167	8.00706	3.00313	7.00492	3.00089	8.39431	32.837
ENSRNOG00000012168	116	82	102	119	97	105
ENSRNOG00000012172	66	86	68	89	89	63
ENSRNOG00000012174	0	0	1.00024	0	0	0
ENSRNOG00000012175	130	136	191	219	152	210
ENSRNOG00000012176	35	34	45	38	41	72
ENSRNOG00000012178	311	425	428	420	423	389
ENSRNOG00000012181	2654	1808	1877	1827	1896	1869
ENSRNOG00000012183	220	287	287	239	287	202
ENSRNOG00000012184	2581.8252	2124.5771	2457.8985	2610.4428	2612.4329	2511.635
ENSRNOG00000012185	328.0005	315.9997	345.0005	368	393	308.9998
ENSRNOG00000012186	1593	1490	1681	1762	1884	1715
ENSRNOG00000012189	1	7	0	2	0	3
ENSRNOG00000012192	1424	1245	1410	1419	1567	1443
ENSRNOG00000012195	1	2	0	0	0	2
ENSRNOG00000012196	108.7716	149.5572	203.4699	149.0284	161.4116	164.7537
ENSRNOG00000012197	0	0	0	0	0	0
ENSRNOG00000012199	2	4	0	1	1	0
ENSRNOG00000012201	0	0	0	0	0	0
ENSRNOG00000012204	1575	1624	2012	2123	1842	2010
ENSRNOG00000012205	0	0	0	1	0	0
ENSRNOG00000012206	3635	3776	4192	4315	4426	4270
ENSRNOG00000012207	4764	4332	5855	5934	4382	7284
ENSRNOG00000012208	6	6	4	5	1	6
ENSRNOG00000012209	714.9999	741.0004	695.0004	620.0004	754.0001	734.9996
ENSRNOG00000012210	725	743	762	864	737	886
ENSRNOG00000012213	265	226	214	202	256	231
ENSRNOG00000012214	0	0	0	0	1	0
ENSRNOG00000012215	8	5	6	5	1	6
ENSRNOG00000012216	678	920	1100	843	1036	962
ENSRNOG00000012218	0	0	0	0	0	0
ENSRNOG00000012219	687	778	719	761	798	782
ENSRNOG00000012222	6	4	6	2	2	2
ENSRNOG00000012227	268	287.7657	308.4933	307.4396	306.4694	350.6292
ENSRNOG00000012228	104	106	93	103	143	134
ENSRNOG00000012229	0	0	0	0	0	0
ENSRNOG00000012235	3.11406	2.06095	4.21426	3.10981	2.02984	9.48535
ENSRNOG00000012236	1349	1133	1018	992	1126	941
ENSRNOG00000012237	1782.0046	1737.0001	1739.9996	1586.0044	1674.0021	1786.0039
ENSRNOG00000012238	8	8.32274	9.20806	8.23498	14.1731	9.24026
ENSRNOG00000012240	2402.06	2368.937	2834.8	3210.06	2890.02	2825.07
ENSRNOG00000012247	5194.0006	4477.0028	4527.0025	4535.0014	4610.0007	4339.9991
ENSRNOG00000012255	2073.98	2108.75	2048.8	1995.8	1724.61	2529.87
ENSRNOG00000012258	1333.998	1474.999	1635.002	1571.999	1699.004	1649.997
ENSRNOG00000012259	11	14	18	13	16	25
ENSRNOG00000012260	112	92	88	97	105	72
ENSRNOG00000012262	211	170	208	222	191	212
ENSRNOG00000012263	490.279	592.398	743.277	635.433	631.788	718.636
ENSRNOG00000012264	894.21	724.624	762.826	847.913	831.276	902.525
ENSRNOG00000012266	947	895	859	882	931	938
ENSRNOG00000012269	2468.24	1790.37	1937.37	2072.52	2295.46	2142
ENSRNOG00000012270	570.0998	399.858	442.0767	551.218	540.82428	584.2322
ENSRNOG00000012271	3191	3044	3670	4020	3799	3970
ENSRNOG00000012273	15	15	22	10	14	26.99995
ENSRNOG00000012274	1606.167	1387	1634.544	1859.004	1657.044	2047.642
ENSRNOG00000012278	26.0219	14.0129	24.1403	34.1797	18.1237	34.3621
ENSRNOG00000012280	35	44	32	35	38	31
ENSRNOG00000012281	2	0	0	0	1	1
ENSRNOG00000012283	0	0	0	0	0	0
ENSRNOG00000012284	2	7	0	3	8	2
ENSRNOG00000012286	0	0	0	0	0	1
ENSRNOG00000012287	317	245	363	419	406	427
ENSRNOG00000012290	25	29	25	29	29	31
ENSRNOG00000012292	159	115	132	150	118	165
ENSRNOG00000012294	94	91	132.0005	157	130	133
ENSRNOG00000012295	271.9997	315	385.99920370625	293.0004	393.0002	270.99985
ENSRNOG00000012297	1063.00032	1069.99998	1136.99947	1300.99973	1288.99921	1244.99994
ENSRNOG00000012301	0	0	0	0	1	2
ENSRNOG00000012302	114	240	273	245	250	263
ENSRNOG00000012303	2780	2832	2710	2463	3018	2427
ENSRNOG00000012307	48607	36347	39056	51874	41105	50921
ENSRNOG00000012311	0	0	0	0	0	0
ENSRNOG00000012312	0	0	0	0	0	0
ENSRNOG00000012314	827.071	914.091	687.003	714.267	791.554	775.949
ENSRNOG00000012315	6	12	14	10	8	7
ENSRNOG00000012318	537	408	433	570	400	599
ENSRNOG00000012322	104	98	105	96	102	112
ENSRNOG00000012323	1674.5	1524.45	1993.27	2009.14	1712.18	2086.89
ENSRNOG00000012324	9	3	15	5	3	7
ENSRNOG00000012325	2417.0031	2176.997	1954.9967	2610.997	2336.998	2510.0015
ENSRNOG00000012329	2184	2018	2003	2102	2259	2029
ENSRNOG00000012331	63	56	75	66	94	57
ENSRNOG00000012333	56	54	44	49	45	47
ENSRNOG00000012337	2	1	2	4	5	4
ENSRNOG00000012340	5	2	3	5	1	10
ENSRNOG00000012342	4	6	3	1	3.000001	0
ENSRNOG00000012343	705.97	481.926	518.97	573.967	583.332	651.784
ENSRNOG00000012344	0	1	2	1	0	0
ENSRNOG00000012345	0	0	0	0	1.00019	2.0014
ENSRNOG00000012346	717.0002	662	800.99982	894.9996	746	828.9995
ENSRNOG00000012347	45	48	47	50	47	58
ENSRNOG00000012348	1023	972	937	924	982	807
ENSRNOG00000012349	812	777	985	1048	1104	985
ENSRNOG00000012354	826	951.9999	951.9996	875	804	833.0003
ENSRNOG00000012356	356	327	460	432	405	436
ENSRNOG00000012357	1525	1368	1493	1628	1615	1683
ENSRNOG00000012358	18.7824	14.5278	23.7975	23.854	28.8155	31.1121
ENSRNOG00000012360	871	897	976	992	956	1000
ENSRNOG00000012362	0	0	0	1	0	0
ENSRNOG00000012363	51	62	83	111	75	89
ENSRNOG00000012364	298	288.109	370	435	344.057	401
ENSRNOG00000012366	2115	2160	2166	2255	2464	2163
ENSRNOG00000012367	1832	1449	1781	1867	1768	1852
ENSRNOG00000012368	217	197	196	230	194	192
ENSRNOG00000012369	116.63851	95.95705	113.00032	120.86013	99.6273	119.9996
ENSRNOG00000012371	5	5	3	0	4	5
ENSRNOG00000012375	501	481	521	505	563	577
ENSRNOG00000012378	2013	1517	1584	1824	1678	1736
ENSRNOG00000012379	1161.00002	1056.99973	1192.99702	1067.99971	1265.99738	1096.0004
ENSRNOG00000012383	3832	3765	3120	3019	3657	3074
ENSRNOG00000012384	0	0	0	0	2	0
ENSRNOG00000012385	2032	1831	1645	1716	1553	2104
ENSRNOG00000012386	794	731	902	1094	941	1069
ENSRNOG00000012387	0	0	0	0	0	0
ENSRNOG00000012390	91	105	100	100	134	93
ENSRNOG00000012392	746	721	654	632	744	766
ENSRNOG00000012393	357	494	417	489	493	464
ENSRNOG00000012394	782	694	827	829	882	818
ENSRNOG00000012396	0	0	0	0	0	0
ENSRNOG00000012397	691	770	939	896	892	1032
ENSRNOG00000012402	0	0	0	0	0	0
ENSRNOG00000012404	4	0	1	0	1	0
ENSRNOG00000012405	706	694	828	772	875	840.999
ENSRNOG00000012406	1202	1424	1709	1804	1736	1724
ENSRNOG00000012409	384.575	340.994	312.445	301.709	396.124	317.905
ENSRNOG00000012410	401	537	529	492	535	515
ENSRNOG00000012414	383	418	512	511	563.436	577.948
ENSRNOG00000012415	6732	4898	4054	4185	5051	3935
ENSRNOG00000012417	0	0	0	0	0	0
ENSRNOG00000012419	77	67	55	59	80	68
ENSRNOG00000012420	1207	1413	2063	2327	1724	2161
ENSRNOG00000012422	389	319	441	469	423	493
ENSRNOG00000012424	42	61	64	70	57	70
ENSRNOG00000012427	111	93	94.00004	123	118	134
ENSRNOG00000012428	70.8417	91.7382	104.049	130.568	129.037	125.972
ENSRNOG00000012430	7	9	5	5	5	13
ENSRNOG00000012434	1582	1499	1700	1628	1669	1732
ENSRNOG00000012436	3.00258	2	1.0012	1.00167	2.00754	3.00436
ENSRNOG00000012438	72	91	120	135	163	142
ENSRNOG00000012439	220.173	228.954	253.401	230.773	257.404	297.099
ENSRNOG00000012440	289	318	245	273	304	264
ENSRNOG00000012442	53	50	60	66	68	123
ENSRNOG00000012443	1875	1960	2278	1809	2176	1753
ENSRNOG00000012447	319	349	394	365	375	346
ENSRNOG00000012448	0	2	0	2	0	3
ENSRNOG00000012450	2	3	2	4	1	1
ENSRNOG00000012454	197	214	238	201	212	194
ENSRNOG00000012455	1765	1915	1731	1636	1900	1855
ENSRNOG00000012457	19522	17094	16458	16029	19416	15383
ENSRNOG00000012458	0	0	0	0	1	1
ENSRNOG00000012460	94	70	64	69	91	93
ENSRNOG00000012467	0	0	0	0	1	0
ENSRNOG00000012469	1056	905	1002	1058	1060	1046
ENSRNOG00000012470	900	680	785	807	696	855
ENSRNOG00000012471	17	12	20.00004	19	21	12
ENSRNOG00000012472	268	269	257	259	257	273
ENSRNOG00000012473	187	194	208	250	233	242
ENSRNOG00000012475	272.219	193.063	218.204	232.458	263.616	272.207
ENSRNOG00000012477	12707	14527	16816	16544	17111	16482
ENSRNOG00000012478	1	5	1	5	5	3
ENSRNOG00000012479	1	1	0	0	0	0
ENSRNOG00000012480	1299	1830	2004	2122	2115	1879
ENSRNOG00000012481	273	305	363	306	356	268
ENSRNOG00000012482	10146	6841	7207	7620	7797	7238
ENSRNOG00000012486	222.0002	207.0001	235.0005	292.0003	268.9998	274
ENSRNOG00000012488	313	396	311	345	358	341
ENSRNOG00000012490	41.9916	73.2505	60.7542	94.16431	70.5364	91.7333
ENSRNOG00000012491	0	0	0	0	0	0
ENSRNOG00000012494	79.341	99.7814	84.2926	104.071	114.18	121.473
ENSRNOG00000012495	544	524	616	520	576.0008	543.99979
ENSRNOG00000012497	0	0	0	0	0	0
ENSRNOG00000012499	237.0002	317.0004	418	393.0001	399.0003	402.0001
ENSRNOG00000012500	583	647	545	558	626	593
ENSRNOG00000012502	469	381	385	380	443	428
ENSRNOG00000012503	335	305	423	398	343	389
ENSRNOG00000012505	568.879	471.767	472.776	485.618	458.749	513.062
ENSRNOG00000012508	29.0606	26.0694	21.0812	32.0431	24.0664	27.0272
ENSRNOG00000012509	2	0	0	0	2	0
ENSRNOG00000012510	0	0	0	0	0	0
ENSRNOG00000012512	3895.9957	2966.0011	2376.9954	3335.9961	2526.9988	4283.9958
ENSRNOG00000012513	691.0003	709	612.0002	616	787	695
ENSRNOG00000012514	472	426	413	482	492	532
ENSRNOG00000012515	0	0	0	0	0	0
ENSRNOG00000012521	46	31	46	49	51	55
ENSRNOG00000012522	0	0	0	0	0	0
ENSRNOG00000012524	2226.79	2112	2352	2391	2324	2385
ENSRNOG00000012526	0	0	0	0	0	0
ENSRNOG00000012528	231	225	252	224	262	285
ENSRNOG00000012531	161.9999	227.9997	309.0001	270.9998	270	264.9997
ENSRNOG00000012534	394.214	426.585	447.329	505.957	497.351	548.649
ENSRNOG00000012535	0	0	0	1	1	1
ENSRNOG00000012536	665.9997	885.0005	821.9998	863.9998	839.9996	878.0003
ENSRNOG00000012543	1140	964	926	1262	1157	1266
ENSRNOG00000012544	0	0	0	0	0	0
ENSRNOG00000012545	0	0	0	0	0	0
ENSRNOG00000012546	16	18	27	29	16	32
ENSRNOG00000012549	675	700	761	893	851	724
ENSRNOG00000012550	10918	11009	9117	8570	10518	8150
ENSRNOG00000012552	636	672	732	788	745	750
ENSRNOG00000012556	0	1	1	1	2	0
ENSRNOG00000012557	2.01039	1.01081	0	0	1.00458	0
ENSRNOG00000012558	633	638	560	663	579	690
ENSRNOG00000012559	1458	1459	1736	1716	1675	1766
ENSRNOG00000012560	0	0	0	0	0	0
ENSRNOG00000012561	291	375	471	466	407	493
ENSRNOG00000012562	427.00021	373	485.9999587	501.13	517.0003906	548.999551
ENSRNOG00000012563	855	891	866	836	813	916
ENSRNOG00000012564	285.47485	320.12084220286	329.93735	304.02472	337.60852	327.10971
ENSRNOG00000012565	599	703	794	807	714	719
ENSRNOG00000012566	33	44	38	38	28	44
ENSRNOG00000012568	192.5795	153.0639	228.0002	202.0717	201.2138	220.5181
ENSRNOG00000012573	0	0	0	0	0	0
ENSRNOG00000012574	755.474	607.742	530.094	532.593	627.306	613.973
ENSRNOG00000012575	14	1	12	9	3	5
ENSRNOG00000012576	606.9997	760.99953	741	710.9997	786.0004	721.9997
ENSRNOG00000012579	1117.55	1161.49	843.998	958.308	1011.55	935.993
ENSRNOG00000012580	716.482	701.386	725.168	709.772	717.697	786.369
ENSRNOG00000012581	0	0	0	0	0	0
ENSRNOG00000012582	3997	2050	1916	2172	2240	2210
ENSRNOG00000012584	139	188	138	143	179	163
ENSRNOG00000012586	0	0	0	0	0	0
ENSRNOG00000012591	0	0	0	0	0	0
ENSRNOG00000012593	13	9	2	5	6	9
ENSRNOG00000012594	1126.1202	1305.2629	1092.0098	1143.3942	1304.9908	1142.8464
ENSRNOG00000012595	0	0	0	0	0	0
ENSRNOG00000012597	540.439	485.415	566.813	550.916	523.683	546.2
ENSRNOG00000012601	1051	1230.995	1256.995	1213.996	1274.998	1268.001
ENSRNOG00000012602	913	878.00014921	877.9998	850.9999	916.00019	971.9995
ENSRNOG00000012603	246	340	359	381	329	338
ENSRNOG00000012604	261.9995	264.00036	326.9999	271.99975	329.0002	264.0003
ENSRNOG00000012608	0	0	0	0	0	0
ENSRNOG00000012609	2487.1552	3300.196	2256.9962	2561.1057	2670.9976	2910.998
ENSRNOG00000012611	75	62	50	75	52	73
ENSRNOG00000012613	0	0	0	0	0	0
ENSRNOG00000012616	738	927	899	843	939	759
ENSRNOG00000012618	0	0	0	1	0	0
ENSRNOG00000012619	29	19	25	21	31	17
ENSRNOG00000012620	1	5	4	3	5	8
ENSRNOG00000012622	965	1086	1415	1472	1222	1385
ENSRNOG00000012623	2602	3017	2880	3201	3202	3057
ENSRNOG00000012628	2	2	1	0	2	8
ENSRNOG00000012629	779.014	730.5551	904.63	882.558	887.036	1004.036
ENSRNOG00000012630	4429.997	4639.001	4142.999	5024.002	4757.002	5315.004
ENSRNOG00000012634	231.53636	214.66304	265.65607	242.39569	259.14788	281.27639
ENSRNOG00000012637	0	0	0	0	0	0
ENSRNOG00000012638	864.9998	839.9997	842.0002	776	947	822
ENSRNOG00000012640	1305	1114	1302	1156	1211	1170
ENSRNOG00000012641	890.0005	1170.00283	1033.99534	1054.9976	1204.998	1093.9996
ENSRNOG00000012644	622.9998	556.0002	691.0003	698.9999	679.9999	755.0001
ENSRNOG00000012645	38	69	62	83	87	81
ENSRNOG00000012647	2	0	1	2	0	11
ENSRNOG00000012648	1	0	2	2	1	3
ENSRNOG00000012650	2935	1935	1836	1782	2001	1834
ENSRNOG00000012651	674.133	605.185	608.442	589.221	529.106	729.439
ENSRNOG00000012652	40	56.7909	58	39	44	35
ENSRNOG00000012653	793	754	885	920.0004	755.00045	979
ENSRNOG00000012654	709	748	742	759	768	799
ENSRNOG00000012655	71.00003	69.000006423	78	71.99999	71	102
ENSRNOG00000012657	0	0	0.999999608	0	0	0
ENSRNOG00000012658	2868.99667	2370.998	2137.003	3660.99952	2410	3471.999
ENSRNOG00000012659	842	954	729	821	910	795
ENSRNOG00000012660	3211.998	6037.995	6059.005	4118	5387.995	4418.999
ENSRNOG00000012663	704.3287	838.5125	945.752	975.76	961.21	976.6906
ENSRNOG00000012664	258.99992	215.00044	263.00022	284.00006	282.00016	240.00023
ENSRNOG00000012665	41	21	23	40	18	31
ENSRNOG00000012671	236	202	274	297	239	309
ENSRNOG00000012674	0	0	0	0	0	0
ENSRNOG00000012677	13.7611	10.1197	7.38408	5.93907	15.2001	5.19109
ENSRNOG00000012679	272.9998	240	221	244.9995	239	245.0002
ENSRNOG00000012681	461.98976	447.98878	401.9995	582.0003	512.9957	519.00012
ENSRNOG00000012682	1	2	3	2	4	1
ENSRNOG00000012683	400	462	551	567	476	644
ENSRNOG00000012684	636.0004	561.9995	592.9996	587.0001	615.0005	615.0004
ENSRNOG00000012685	180	181	226	214	187	216
ENSRNOG00000012686	124	119	106	138	118	97
ENSRNOG00000012689	0	0	0	0	0	0
ENSRNOG00000012690	906	830	940	967	949	1001
ENSRNOG00000012692	735	708	693	709	719	662
ENSRNOG00000012693	2583	3042	2747	2667	3126	2671
ENSRNOG00000012697	0	3	1	3	3	2
ENSRNOG00000012698	1601	1473	1615	1838	1662	1702
ENSRNOG00000012701	157	187.0003	233.0002	234	198.0003	249
ENSRNOG00000012702	1644	1149	1333	1502.996	1362.003	1446.004
ENSRNOG00000012703	11	8	7	4	10	14
ENSRNOG00000012705	327	382	394	493	437	475
ENSRNOG00000012708	0	0	0	0	0	0
ENSRNOG00000012709	611	744	782	828	780	820
ENSRNOG00000012710	774	733	745.9996	827.0003	828.9998	741.9995
ENSRNOG00000012714	38.1063	23.1821	23.0303	28.0527	43.0598	47.1094
ENSRNOG00000012716	931.9996	1005	1109.9982	1053.0014	1000.9997	1109
ENSRNOG00000012718	920	788	864	889	871	1031
ENSRNOG00000012719	6	5	2	0	1	3
ENSRNOG00000012720	345	465	568	510	500	537
ENSRNOG00000012721	404.30446	656.3585	883.3899	819.152	789.4492	850.69581
ENSRNOG00000012722	608	824	809	773	924	735
ENSRNOG00000012723	3424	3877	3994	5110	4010	5106
ENSRNOG00000012724	601	516	467	491	514	515
