gene	DMSO1_24	DMSO1_24	DMSO1_24	DMSO1_24	DMSO1_24	DMSO1_24
ENSRNOG00000017518	1	0	0	0	1	1
ENSRNOG00000017519	0	0	0	0	0	0
ENSRNOG00000017521	0	0	0	0	0	0
ENSRNOG00000017523	539	502	491	528	377	393
ENSRNOG00000017524	0	0	0	2	0	0
ENSRNOG00000017525	14	11	11	16.0053	9	6
ENSRNOG00000017528	233.078	295.141	358.036	288.582	235	222.34
ENSRNOG00000017531	2	1	2	2	0	0
ENSRNOG00000017536	1511.00068	1147.00295	1391.00095	1374.00115	1095	1110.9977
ENSRNOG00000017538	196.9998	162.9998	156.0005	179.0005	145.0003	127
ENSRNOG00000017539	171.0104	212.9998	210.0253	210	171.0003	173.0204
ENSRNOG00000017540	0	0	0	0	0	0
ENSRNOG00000017545	332	382	426	448	385	386
ENSRNOG00000017546	8751	8059	9412	8895	7622	7441
ENSRNOG00000017548	299	290	327	265	298	308
ENSRNOG00000017550	12	17	18	12	21	10
ENSRNOG00000017552	721	524	593	650	588	593
ENSRNOG00000017553	1128.99986	1040.99968	1117.99933	1144	967.00028	976.00023
ENSRNOG00000017554	0	0	0	0	0	0
ENSRNOG00000017556	2	3	1	1	0	1
ENSRNOG00000017557	0	1	1	0	0	0
ENSRNOG00000017558	497.281	648.124	766.86512563	760.7278	488.302	590.8253
ENSRNOG00000017560	1447	1115	1343	1341	1058	1227
ENSRNOG00000017561	337.9999	311	340.9997	375	252.99975	241.9997
ENSRNOG00000017564	1430	1162	1362	1260	1091	1024
ENSRNOG00000017568	0	0	0	0	0	0
ENSRNOG00000017571	942	669	960	853.997	667	753.996
ENSRNOG00000017574	0	0	0	0	0	0
ENSRNOG00000017575	619.549	445.62	400.55	393.83	428.217	446.136
ENSRNOG00000017577	106	116	153	154	119	87
ENSRNOG00000017579	210.367	245.262	319.923	235.155	249.252	192.258
ENSRNOG00000017581	95	63	79	72	70	65
ENSRNOG00000017583	921.379	780	1002.67	940.407	751.62	783.671
ENSRNOG00000017585	345	252	342	275	282	287
ENSRNOG00000017586	409.801	264.56	297.566	315.258	252.895	196.305
ENSRNOG00000017589	6	4	5	3	3	4
ENSRNOG00000017593	767.9999	896.000000025552	975.00048	904.00016	836.99964	839
ENSRNOG00000017595	786	710	879	847	544	551
ENSRNOG00000017597	3	4	1	6	6	6
ENSRNOG00000017600	907.286	850.222	933.882	1001	773.069	767.003
ENSRNOG00000017601	55	61	80	66	62	62
ENSRNOG00000017602	27	34	34	42	36	42
ENSRNOG00000017604	1982.998	1899	1775.003	1687.996	1526.997	1489.995
ENSRNOG00000017605	41	115	128	127	94	101
ENSRNOG00000017606	2	6	4	6	1	4
ENSRNOG00000017607	1052	986	1243.996	1089	938.0003	869
ENSRNOG00000017608	630	688	569	585	545	534
ENSRNOG00000017609	3.07305	2.04006	1.01421	4.0371	1.01239	1.00317
ENSRNOG00000017610	1213.000126071	1113.9994	1220.00000868608	1194.999375133	999.99956	1073
ENSRNOG00000017611	0	0	0	0	1	0
ENSRNOG00000017612	2747	1908	2430	2286	2072	2032
ENSRNOG00000017613	531	470	553	470	445	465
ENSRNOG00000017619	38	38	41	33	37.8881	36
ENSRNOG00000017620	0	0	0	0	0	0
ENSRNOG00000017621	875	810	927	927	725	762
ENSRNOG00000017622	196	224	281	270	204	199
ENSRNOG00000017625	18.4768	12.0326	13.7036	9	15.6753	9
ENSRNOG00000017628	4374	4456	6968	3597.39067	4099.13509	3197
ENSRNOG00000017631	569	583	702	666	627	622
ENSRNOG00000017635	3277	2880	3317	3228	2838	2850
ENSRNOG00000017637	55	49	72	77	51	70
ENSRNOG00000017640	0	0	0	0	0	0
ENSRNOG00000017641	1558.002	1320.997	1236.004	1220.003	1113.999	1112.0003
ENSRNOG00000017642	671.453	546.976	630.06	625.882	566.246	526.932
ENSRNOG00000017644	571	532	573	587	460	460
ENSRNOG00000017645	24	13	19	14	17	13
ENSRNOG00000017646	13	16	7	11	6	11
ENSRNOG00000017647	171	169	183	176	145	136
ENSRNOG00000017648	0	0	0	0	0	0
ENSRNOG00000017654	562	431	580	534	435	471
ENSRNOG00000017656	0	0	0	0	0	1
ENSRNOG00000017657	760	626	768	758	656	686
ENSRNOG00000017659	1	3	5	2	3	0
ENSRNOG00000017660	477	577	570	507	474	444
ENSRNOG00000017663	199.9996	195.9998	179.9998	169.0001	128	142.0004
ENSRNOG00000017664	0	0	0	0	0	0
ENSRNOG00000017669	260	236	337	272	249	208
ENSRNOG00000017671	1054.005	766.0002	888	877	659	669.00041
ENSRNOG00000017672	72	84	111	59	76	49
ENSRNOG00000017673	314	347	346	311	253	253
ENSRNOG00000017674	1474	1188	1410	1367	1105	973
ENSRNOG00000017676	76	166.00003	162.000031	162.0003	109	102
ENSRNOG00000017678	0	0	0	0	2.74065	0
ENSRNOG00000017679	2.000003	6	7	3	4.000003	1
ENSRNOG00000017680	6	9	19	14	12	10
ENSRNOG00000017681	9	2	1	5	1	5
ENSRNOG00000017683	0	0	0	0	0	0
ENSRNOG00000017684	2516.94	2961.68	3165.56	3358.92	3066.33	3490.43
ENSRNOG00000017686	28.3505	22.0056	46.334	43.9917	27.8034	22.0377
ENSRNOG00000017689	0	0	0	0	0	1
ENSRNOG00000017690	51	58	48	61	54	41
ENSRNOG00000017692	1953	1482	1620	1539	1304	1333
ENSRNOG00000017693	5.1135	9.29725	4.11519	11.1944	8.23028	9.19156
ENSRNOG00000017695	70.6322	54.0221	45.3709	40.3809	50.1793	49.5884
ENSRNOG00000017699	45.2012	37.47115	42.0756	37.86155	22.22786	25.47982
ENSRNOG00000017701	0	0	0	0	0	0
ENSRNOG00000017702	103	107	123	104	70	68
ENSRNOG00000017703	621	580	686	640	487	488.987
ENSRNOG00000017704	260.1266	353.1355	383.1165	363.2222	271.095	238.1191
ENSRNOG00000017706	273.9995	273.1135	299.9997	317.9999	248.0967	254.9999
ENSRNOG00000017707	706	733	847	707	649	573
ENSRNOG00000017708	4684	3959	4588	4630	3171	2834
ENSRNOG00000017710	1	1	0	0	0	0
ENSRNOG00000017712	0	0	0	0	1	0
ENSRNOG00000017714	912.99968	853.00001	1016.00396	965.9996	792.99988	828.00005
ENSRNOG00000017716	8	1	12	10	5	5
ENSRNOG00000017718	241	184	280	256	191	197
ENSRNOG00000017720	507	517	611	558	514	523
ENSRNOG00000017723	440	328	410	408	327	325
ENSRNOG00000017724	1538	1869	2098	2093	1772	1791
ENSRNOG00000017725	0	0	0	0	0	0
ENSRNOG00000017728	585	421	525	473	400	384
ENSRNOG00000017729	451	271	391	373	296	290
ENSRNOG00000017730	4262	3250	3797	3776	2964	3230
ENSRNOG00000017731	586	471.9998	598	590.9995	483.00019	437.00025
ENSRNOG00000017737	3512	2826	3109	3319	2522	2172
ENSRNOG00000017740	0	0	1.0297	0	0	1.0277
ENSRNOG00000017741	584	292	384	349	300	319
ENSRNOG00000017744	367	274	384	391	294	308
ENSRNOG00000017745	1706	1317	1630	1522	1357	1260
ENSRNOG00000017746	37.3004	26.26941	20.63417	25.2725	16.10986	23.35025
ENSRNOG00000017748	0	0	0	2	1	0
ENSRNOG00000017749	0	0	0	0	0	1
ENSRNOG00000017751	1789	1259.9965	1534.9986	1425.003	1348.99557	1214.9977
ENSRNOG00000017752	1037.99976	1072.9971	1232.9953	1359.9972	1104.00095	1134
ENSRNOG00000017753	454	292.029	348.901	317	265	268
ENSRNOG00000017756	2	0	1	0	0	0
ENSRNOG00000017757	0	0	0	0	0	0
ENSRNOG00000017758	2109.998	1465.002	1970.997	1865.001	1526.995	1484.997
ENSRNOG00000017759	0	0	0	0	0	0
ENSRNOG00000017762	34	32	42	31	36	37
ENSRNOG00000017765	779.919	520.232	547.82	446.79	382.776	457.487
ENSRNOG00000017766	7	12	22	14	7	8
ENSRNOG00000017767	147	324	353	327	302	272
ENSRNOG00000017770	1046	774	959	950	756	737
ENSRNOG00000017773	29	39	34	50	39	39
ENSRNOG00000017775	6.03006	6.03825	14.1008	5.05989	12.0618	11.0453
ENSRNOG00000017777	1354	1453	1826	1663	1417	1329
ENSRNOG00000017780	644	667	829	768	630	648
ENSRNOG00000017781	3098	2063.998	2598	2670	2203	2122.997
ENSRNOG00000017783	1938	1817.14	2079.36	2151.85	1743.36	1589.35
ENSRNOG00000017784	306	186.9996	244.9997	221.0003	165.9997	189.9999
ENSRNOG00000017786	12942.9	21804.1	29049.9	9170.74	13734.8	8336.66
ENSRNOG00000017787	537.117	513.209	610.55	590.62	489.722	455.773
ENSRNOG00000017788	6	1	5	4	5	7
ENSRNOG00000017791	594.808	456.141	585.726	536.088	472.932	485.0004
ENSRNOG00000017795	711	518	668	609	509	526
ENSRNOG00000017800	43	64	90	104	74	76
ENSRNOG00000017801	2996.9973	3106.99889	3514.9998	3449.9994	3035.0036	3023.0003
ENSRNOG00000017803	122	114	123	114	115	97
ENSRNOG00000017804	48	55	62	76	67	51
ENSRNOG00000017805	0	0	0	1	0	2
ENSRNOG00000017806	0	1	2	1	0	0
ENSRNOG00000017808	430	503	529	517	459	347
ENSRNOG00000017810	151	118	181	163	155	118
ENSRNOG00000017816	10	8	9	10	4	2
ENSRNOG00000017817	20781	14513	18772	17940	14151	13758
ENSRNOG00000017819	105.436	84.3729	112.357	105.347	78.109	75.3756
ENSRNOG00000017820	596	517	542	597	415	381
ENSRNOG00000017821	0	0	0	0	0	0
ENSRNOG00000017822	4784	2952	3447	3571	3103	2981
ENSRNOG00000017824	1121	914	1074	939	770	746
ENSRNOG00000017826	644	580	641	584	489	455
ENSRNOG00000017828	67.99996	69	98	92	68	89
ENSRNOG00000017829	1319	940	1205	1162	823	778
ENSRNOG00000017832	1086	802	1004	948	764	713
ENSRNOG00000017833	33739.1	29343.6	31455.8	30175.5	25865.8	23952.3
ENSRNOG00000017836	415	310	443	395	337	330
ENSRNOG00000017837	445	446	476	442	390	337
ENSRNOG00000017838	1031.0005	832.0005	1017.9992	933.9998	805.9997	821.0001
ENSRNOG00000017839	461.659	380.798	413	378	277	333
ENSRNOG00000017840	366	331	409	380	347	352
ENSRNOG00000017841	774	662	852	835	744	793
ENSRNOG00000017842	1	0	0	0	0	0
ENSRNOG00000017843	797	551	658	597	572	607
ENSRNOG00000017847	611.0003	501	601.0005	658.9996	519.0007	544.0003
ENSRNOG00000017849	371	297	309	347	306	319
ENSRNOG00000017850	198	200	252	211	155	151
ENSRNOG00000017851	4283	3415	4534	4425	3414	3359
ENSRNOG00000017852	2261.9956	2204.00244	2853.99611	2736.0019	2178.0015	2228.9981
ENSRNOG00000017854	9069	7956	8681	8285	6461	6364
ENSRNOG00000017856	0	0	0	0	0	0
ENSRNOG00000017857	2242.47	2514.16	2897.2	2983.36	2278.79	2276.57
ENSRNOG00000017858	336.403	313.126	383.242	375.349	386.304	311.169
ENSRNOG00000017863	1671.0725	1409.8	1774.2833	1636.23212	1246.8139	1228.6556
ENSRNOG00000017864	931	730.9996	750.0001	782.9999	642.9996	606.9997
ENSRNOG00000017866	1021	1158	1375	1377	1123	1172
ENSRNOG00000017867	0	1	1	1	0	1
ENSRNOG00000017868	1	2	1	0	0	0
ENSRNOG00000017869	53	42	66	55	41	43
ENSRNOG00000017871	3191.997	3020.001	3283.997	3207.608	2771.87	2522.004
ENSRNOG00000017872	0	0	1.1033	1.13455	0	1.1429
ENSRNOG00000017873	7	6	16	7	7	8
ENSRNOG00000017874	114.025	105.815	98.4431	121.937	92.9939	90.8761
ENSRNOG00000017876	392	315	423	373	330	329
ENSRNOG00000017878	3	0	5	1	3.1119	0
ENSRNOG00000017879	931	1062	1077	1047	882.0004	863
ENSRNOG00000017881	0	0	0	0	0	0
ENSRNOG00000017882	110.933	90.6169	80.5804	113.627	63.7067	68.0017
ENSRNOG00000017883	1591.998	1481.005	1577.004	1480.998	1290.004	1197.004
ENSRNOG00000017884	59.6121	54.7139	65.5755	53.5188	31.39	21.1386
ENSRNOG00000017887	154	145	181	175	127	130
ENSRNOG00000017888	0	0	0	0	0	0
ENSRNOG00000017889	134	121	119	104	108	106
ENSRNOG00000017890	72.8126	62.5261	82.0214	58.7652	37.0906	41.8076
ENSRNOG00000017893	13.5972	17.8742	16.7583	15.651	14.6957	19.8314
ENSRNOG00000017895	17954.2631	14552.0574	18746.6665	17432.5586	13662.2832	13159.1569
ENSRNOG00000017897	44	22	23	27	16	24
ENSRNOG00000017899	102	68	89	84	76	58
ENSRNOG00000017900	361	340	369	377	317	296
ENSRNOG00000017901	85	112	132	127	138	107
ENSRNOG00000017904	1425.46	1200.04	1539.16	1448.74	1244.43	1253.95
ENSRNOG00000017905	1870.667	1635.883	1813.444	1693.475	1407.77	1411.392
ENSRNOG00000017906	0	0	0	0	0	0
ENSRNOG00000017907	824.737	710.539	874.834	789.18	609.957	595.239
ENSRNOG00000017908	0	0	0	0	0	0
ENSRNOG00000017911	862	605	792	669	558	557
ENSRNOG00000017912	12	4	12	10	6	6
ENSRNOG00000017913	752	633	725	770	618	567.9996
ENSRNOG00000017914	5199	5936	8178	7285	6130	6156
ENSRNOG00000017915	543	597	716	663	523	492
ENSRNOG00000017916	1309	869	857	850	770	723
ENSRNOG00000017917	25	18	21	22	17	9
ENSRNOG00000017918	150	164	190	155	144	168
ENSRNOG00000017919	321	394	449	394	371	402
ENSRNOG00000017922	13	22	15	14	21	10
ENSRNOG00000017925	1603	1438	1541	1580	1336	1310
ENSRNOG00000017927	4	7	9	16	8	9
ENSRNOG00000017930	418	427	492	478	385	384
ENSRNOG00000017932	1620.6	1661.35	1792.65	1712.72	1331.96	1338.69
ENSRNOG00000017933	6	11	15	16	11	8
ENSRNOG00000017938	1122.532	753.56	877.186	956.203	769.06	732.046
ENSRNOG00000017939	132	156.964	183	181	123	123
ENSRNOG00000017940	4651	5619	3945	3900	4111	4099
ENSRNOG00000017941	1226.9991190455	1113.00052	1137.000209789	1160.9999	920.0004	873
ENSRNOG00000017944	15	14	17	23	15	16
ENSRNOG00000017945	155	136	122	155	116	136.999581
ENSRNOG00000017946	0	0	0	0	0	0
ENSRNOG00000017949	576	508	653	589	424	425
ENSRNOG00000017951	1064	892	949	877	757	771
ENSRNOG00000017952	5106.94	5970.96	7093.98	7166.94	5897	6191.95
ENSRNOG00000017953	177	130	153	177	150	106
ENSRNOG00000017954	42	41	41	46	38	24
ENSRNOG00000017955	934	789	1047	1113	868	837
ENSRNOG00000017956	1760	1155	1433	1475	1119	1133
ENSRNOG00000017959	16	9	17	25	12	8
ENSRNOG00000017960	881	835	873	982	734	742
ENSRNOG00000017962	1558	1141	1439	1422	1123	1256
ENSRNOG00000017963	159	145	163	150	103	86
ENSRNOG00000017964	0	2	0	3	0	0
ENSRNOG00000017965	2387	2171	2455	2418	2255	2092
ENSRNOG00000017967	255	222	263	249	200	198
ENSRNOG00000017969	3	3	3	1	1	7
ENSRNOG00000017974	19	13	20	23	16	16
ENSRNOG00000017975	113.925	67.3141	89.3834	87.1089	58.7398	58.2716
ENSRNOG00000017976	27	37	39.00002	53	51.00001	29.99999
ENSRNOG00000017977	1908	1971	2230	2259	1860	1778
ENSRNOG00000017979	392	300	401	385	307	355
ENSRNOG00000017980	68	65	67	90	71	83
ENSRNOG00000017981	112	98	130	105	104	80
ENSRNOG00000017982	1	2	8	0	0	1
ENSRNOG00000017983	3161	2165	2722	2594	2318	2134
ENSRNOG00000017986	65.1786	54	64.1338	51.2007	28.3249	45.9332
ENSRNOG00000017987	3	2	1	1	1	1
ENSRNOG00000017988	156	145	212	182	182	177
ENSRNOG00000017990	2859	2821	3202	3373	2157.002	2021.005
ENSRNOG00000017991	369	243	326	269	222	187
ENSRNOG00000017993	466	467	506	473	428	406
ENSRNOG00000017996	0	0	0	0	0	0
ENSRNOG00000017997	248.0071	198.0097	250.0137	279.0132	187.0095	158.0043
ENSRNOG00000017998	0	0	0	0	0	0
ENSRNOG00000018000	1463	1160.46	1229	1166	999	889.805
ENSRNOG00000018003	52.8547	72.3014	61.5445	49.3523	34.2072	20.1208
ENSRNOG00000018005	2	0	2	2	3	2
ENSRNOG00000018006	0	0	0	0	0	0
ENSRNOG00000018007	934	774	976	962	830	936
ENSRNOG00000018009	581.409	601.488	765.524	708.455	600.183	609.218
ENSRNOG00000018011	739	593	709	616	522	480
ENSRNOG00000018012	993	864	899	761	625	559
ENSRNOG00000018018	264.7814	324.8702	334.06226	203.2694861	274.08679	279.221
ENSRNOG00000018019	185	268	278	266	230	238
ENSRNOG00000018020	1750.00004	1335.9993	1607.99522	1507.9969	1283.99688	1204.0009
ENSRNOG00000018021	443	294	408	397	333	334
ENSRNOG00000018023	264.00012	219.00003	299.9997	264	260	228.0002
ENSRNOG00000018027	416.99999	417	413.0000555459	489.00031	337	372
ENSRNOG00000018028	72	73	68	78	46	51
ENSRNOG00000018029	663	632	763	830	682	690
ENSRNOG00000018033	1787.397	1712.4439	1937.345	1817.2817	1471.0429	1439.311
ENSRNOG00000018039	9	9	6	7	6	5
ENSRNOG00000018040	171	105	111	105	96	124
ENSRNOG00000018042	1016.8	769.163	1009.35	982.476	758.59	748.237
ENSRNOG00000018044	5951.37	5256.75	5484.18	5686.97	4739.25	4722.87
ENSRNOG00000018045	0	0	0	0	0	0
ENSRNOG00000018046	1093	806	1025	925	813	744
ENSRNOG00000018047	677	684	789	793	618	575
ENSRNOG00000018048	895	598	787	777	619	545
ENSRNOG00000018051	243.991	295.541	330.803	344.653	284.726	230.541
ENSRNOG00000018052	515.9995	448.9998	515.9997	463.0004	433.0003	417.0002
ENSRNOG00000018053	1165	1144	1241	1159	1000	1089
ENSRNOG00000018054	11	5	9	9	11	9
ENSRNOG00000018057	680	542	610	603	474	431
ENSRNOG00000018059	0	1	0	0	0	2
ENSRNOG00000018061	502.0004	429.9996	513.0002	506	395.0005	383.9998
ENSRNOG00000018063	219	155	161	167	173	197
ENSRNOG00000018066	643.169	408.235	518.922	486.761	460.041	559.676
ENSRNOG00000018067	480	441	479	487.99979	396	417.00003
ENSRNOG00000018068	0	0	0	0	0	0
ENSRNOG00000018069	650	557	604	552	581	558
ENSRNOG00000018070	3	1	2	0	0	3
ENSRNOG00000018075	1718	1155	1550	1487	1233	1176
ENSRNOG00000018076	31	53	66	47	36	38
ENSRNOG00000018077	1301	1159	1264	1264	1185	1091
ENSRNOG00000018078	0	0	0	0	0	0
ENSRNOG00000018081	407	374	428	430	368	363
ENSRNOG00000018082	327	327	383	362	286	231
ENSRNOG00000018083	1.0011	3.00085	2.0033	2.00312	2.00496	3.00816
ENSRNOG00000018086	0	0	0	0	0	0
ENSRNOG00000018087	18147	25194	35232	31347	22522	22763
ENSRNOG00000018089	729	620	710	729	535	518
ENSRNOG00000018090	3330.923	2927.42	3294.876	3179.552	2787.124	2730.4044
ENSRNOG00000018091	3949	3708	4964	4763	3831	3914
ENSRNOG00000018092	28	42	41	32	37	22
ENSRNOG00000018094	2	3	5	7	7	2
ENSRNOG00000018095	760	852	924	849	659	645
ENSRNOG00000018097	1768.75	1665.08	1642.77	1693.38	1619.02	1518.34
ENSRNOG00000018101	13	15.9707	25.0989	16	6	16
ENSRNOG00000018102	4744.57	4274.09	4655.63	4760.64	4299.03	4595.81
ENSRNOG00000018105	904.0004	824	926.9997	939.53923	728.763	709.88467
ENSRNOG00000018106	151.607	152.39	162.899	156.615	173.528	178.469
ENSRNOG00000018107	1854	1785	2056	1984	1735	1817
ENSRNOG00000018109	3044	2755	2988	2956	2500	2201
ENSRNOG00000018110	5022	5513	5420	5610	4889	4576
ENSRNOG00000018111	24.99999	66	73	82	42	48
ENSRNOG00000018112	0	0	0	0	0	0
ENSRNOG00000018113	114.121	81.3845	100.524	111.559	77.8232	70.681
ENSRNOG00000018114	3545	3292	3755	3767	3304	3540
ENSRNOG00000018117	8827	6704	7770	8002	6583	6627
ENSRNOG00000018118	883	823	933	996	718	702
ENSRNOG00000018119	623.831	478.765	525.078	559.239	445.959	376.324
ENSRNOG00000018122	121.2331	121.3777	160.3458	118.1367	105.1125	127.10629
ENSRNOG00000018123	1307	1175	1396	1471	1108	1018
ENSRNOG00000018125	964	892	1061	977	824	825
ENSRNOG00000018126	3352	2984	2940	2633	2691	2265
ENSRNOG00000018128	510	363	454	439	395	402
ENSRNOG00000018129	4070	2909	3607	3373.98	2983	2963.97
ENSRNOG00000018131	23	15	24	21	20	25
ENSRNOG00000018132	695	574	630	622	501	506
ENSRNOG00000018137	806	789	883	828	711	682
ENSRNOG00000018140	683	611.9997	721.0009	682.9995	560.000000119989	573
ENSRNOG00000018141	0	0	1	0	0	1
ENSRNOG00000018143	111	82	105	99	85	75
ENSRNOG00000018144	633.8544	584.7388	665.6329	668.315	479.6871	533.1349
ENSRNOG00000018145	4216	3632	3783	3637	3107	2643.001
ENSRNOG00000018147	1	2	0	1	0	0
ENSRNOG00000018148	146.983	0.0128285	102.874	100.655	103.816	0.00674174
ENSRNOG00000018149	1655.59	1335.85	1677.09	1634.77	1425.77	1360.29
ENSRNOG00000018153	2658	2626	3000	3085	2427.995	2248
ENSRNOG00000018158	426	350	416	400	336	365
ENSRNOG00000018159	1143	908	1138	1131	902	899
ENSRNOG00000018160	156	152	164	159	120	126
ENSRNOG00000018162	52	42	89	76	61	54
ENSRNOG00000018163	0	0	0	1	0	0
ENSRNOG00000018164	1593.56	1534.74	1958.16	1797.15	1632	1770.86
ENSRNOG00000018166	456.0001	585.9998	552.9996	625.00041	510.9996	491.9997
ENSRNOG00000018167	0	0	0	0	0	0
ENSRNOG00000018168	1538	1298	1612	1470	1333	1184
ENSRNOG00000018170	1383	1217	1392	1410	1060	1085
ENSRNOG00000018176	2548.997	2324.001	2701.002	2634.004	2175.001	2146.001
ENSRNOG00000018177	0	2	1	1	0	0
ENSRNOG00000018179	385.0001	458.9996	498	496.0003	437	379.0002
ENSRNOG00000018181	2274.01	2026.46	2349.2	2216.35	1758.27	1732.46
ENSRNOG00000018183	7201.68	7503.04	6887.606	6507.214	6261.197	5622.137
ENSRNOG00000018184	74523.964	58716.005	72758.96934	68638.997	62479.0147	65467.97797
ENSRNOG00000018185	1	0	0	0	0	0
ENSRNOG00000018186	865	634	835	788	609	610
ENSRNOG00000018191	11.0508	3.00563	4.00326	2.00491	2.000003	4.00405
ENSRNOG00000018193	627	445	495	591	422	415.9994
ENSRNOG00000018194	2428.995	2184.995	2094.998	2236.003	1904.004	1827.004
ENSRNOG00000018198	2094.997	1697.001	1758.997	1734.996	1607.996	1489.002
ENSRNOG00000018200	1.20556	6.00248	1.07255	2.00353	4.00154	1.00039
ENSRNOG00000018201	1	0	1	0	1	0
ENSRNOG00000018202	0	0	0	0	0	0
ENSRNOG00000018205	516	477	574	542	381	406
ENSRNOG00000018207	1215	773	1033	979	767	745
ENSRNOG00000018211	1659	1342	1733	1681	1396	1456
ENSRNOG00000018212	1761	1633	2091	2089	1635	1694
ENSRNOG00000018214	935.99956	910.00042	1121.00255	998.99995	1005.00166	879.00033
ENSRNOG00000018215	0	0	1	0	0	0
ENSRNOG00000018217	92	93	113	78	94	94
ENSRNOG00000018220	13647.0056	13633.991	14062.0066	13986	11846.9913	10693.999
ENSRNOG00000018224	0	0	0	0	0	0
ENSRNOG00000018225	12807	10233	10660	10023	8858	8409
ENSRNOG00000018226	890	957	1033	961	761	664
ENSRNOG00000018227	767	661	712	759	621	608
ENSRNOG00000018228	835	762	860	845	720	700
ENSRNOG00000018229	13	14	10	13	9	6
ENSRNOG00000018230	216	192	264	243	212	199
ENSRNOG00000018231	1519.136	1185.917	1282.05	1333.929	1118.775	1145.3
ENSRNOG00000018232	2532	2368	2636	3133	2098	2003
ENSRNOG00000018233	12542.9826	5077.0006	5632.9962	5485.9999	4763.9994	4540.0035
ENSRNOG00000018236	6.8075	0	5.23303	0	1.00201	0
ENSRNOG00000018237	4510	3298	4312	3945	3018	3094
ENSRNOG00000018238	1	0	1	0	1	0
ENSRNOG00000018239	1096	929	1083	1062	857	812
ENSRNOG00000018241	936	1124	1240	1370	1008	822
ENSRNOG00000018242	103	96	133	119	79	59
ENSRNOG00000018243	930.0001	720.0001	799.0004	782.0004	681.0003	641.9998
ENSRNOG00000018246	404	319	378	396	346	346
ENSRNOG00000018247	58	52	37	32	40	37
ENSRNOG00000018250	41309.2	26838.4	31967.4	33966.4	28470.5	26991.6
ENSRNOG00000018251	268	357	387	426	367	286
ENSRNOG00000018254	113	138	166	151.9996	112	132
ENSRNOG00000018255	4355	3190	3873	3759	2609	2558
ENSRNOG00000018257	11	4	17	16	18	17
ENSRNOG00000018260	0	0	0	0	0	0
ENSRNOG00000018262	2481	1666	1507	1524	1373	1416
ENSRNOG00000018266	1	2	2	3	1	1
ENSRNOG00000018267	103	78	65	62	73	64
ENSRNOG00000018268	0	0	0	0	0	0
ENSRNOG00000018271	650	689	786	713	589	576
ENSRNOG00000018272	280	191	277	249	205	189
ENSRNOG00000018273	8293.01	7490.93	9937.89	9508.1	8201.72	8437.22
ENSRNOG00000018276	961	804	848	969	856	861
ENSRNOG00000018279	1003.47	991.624	1179.44	1120.69	913.858	899.328
ENSRNOG00000018281	8797	6803	8068	7998	7607	7682
ENSRNOG00000018282	192	153	173	121	117	141
ENSRNOG00000018285	39.1679	36.2001	36.1798	38.21801	39.2039	25.16854
ENSRNOG00000018286	22.6991	23.6623	18.995	13.7763	11.5097	16.8613
ENSRNOG00000018287	0	0	0	0	0	1
ENSRNOG00000018288	1528.5	1552.31	1439.28	1364.41	1140.63	1085.1
ENSRNOG00000018289	4302.5634	3025.4215	3776.5091	3744.4939	3100.5674	3348.7516
ENSRNOG00000018290	91	114	107	103	69	86
ENSRNOG00000018291	0	10.7456	17.3239	0	27.3961	24.2838
ENSRNOG00000018293	2164	1527	1649	1706	1348	1408
ENSRNOG00000018294	11655	14663	16831	16702	13646	13574
ENSRNOG00000018295	1298	1266	1420	1314	1104	1033
ENSRNOG00000018296	233	190	214	197	190	191
ENSRNOG00000018297	25	9	22	20	16	15
ENSRNOG00000018301	0	1.27178	0	2.32243	0	0
ENSRNOG00000018304	1808	1928	2386	2332	1837	1785
ENSRNOG00000018305	0	0	0	0	0	0
ENSRNOG00000018309	9990	9198	10215	9654	8893	8369
ENSRNOG00000018310	28	16	24	17	17	15
ENSRNOG00000018311	0	0	0	0	0	0
ENSRNOG00000018316	3	2	2	7	3	2
ENSRNOG00000018317	1271.46	1210.66	1213.88	1170	993.474	861.915
ENSRNOG00000018319	462.0003	388.0003	486.00021	497.9995	401.00007	285.00002
ENSRNOG00000018320	6897.4324	5020.05598	6876.7815	6354.15234	4118.0711	3924.10867
ENSRNOG00000018321	8	6	11	16	9	14
ENSRNOG00000018322	3237.9992	2797.0035	3203.0033	3285.0018	2698.99669	2493.99915
ENSRNOG00000018325	1354	1138	1302	1160	955	992
ENSRNOG00000018326	817.829	762.977	905.118	938.603	675.523	697.235
ENSRNOG00000018327	1	2	1	1	5	2
ENSRNOG00000018330	35.915	17.285	26.7568	16.4466	14.4053	9.36443
ENSRNOG00000018333	720	578	679	694	589	586
ENSRNOG00000018334	188	188	243	230	175	162
ENSRNOG00000018336	23	9	18	14	4	7
ENSRNOG00000018337	1	1	1	2	2	1
ENSRNOG00000018338	146.847	152.535	198.474	174.904	117.129	133.839
ENSRNOG00000018339	0	0	1	0	0	0
ENSRNOG00000018342	1006.0003	1041.9998	1096.0036	1035.9997	812.9995	782.9996
ENSRNOG00000018343	5172	3854	4805	4498	3914	3896
ENSRNOG00000018345	1860.46	1666.53	2069.3	2096.86	1548.68	1564.71
ENSRNOG00000018346	12	30	58	40	58	47
ENSRNOG00000018349	267	242	260	249	201	226
ENSRNOG00000018350	57	54	61	56	62	32
ENSRNOG00000018351	859	766	940	913	729	703
ENSRNOG00000018353	537	396	459	421	402	401
ENSRNOG00000018355	84	90	89	98	84	90
