reactions,GIMME,iMAT,MBA,CORDA,RegrEx
SUCBZS,1,0,0,0,0
SUCCt2_2pp,1,1,1,1,0
SUCCt2_3pp,1,1,1,0,0
SUCCt3pp,1,1,0,0,1
SUCCtex,1,1,1,0,1
SUCDi,1,1,1,1,1
SUCFUMtpp,1,0,0,0,0
SUCMALtpp,1,0,0,0,0
SUCOAS,1,1,1,1,1
SUCRtex,1,0,0,0,0
SUCTARTtpp,0,0,0,0,0
SUCptspp,0,0,0,0,0
SULFACabcpp,0,0,0,0,0
SULFACtex,1,0,0,0,0
SULR,1,1,1,1,0
SULabcpp,1,1,1,0,0
T2DECAI,1,1,1,1,1
TAGURr,0,0,0,0,0
TALA,1,1,1,1,1
TARTD,0,0,0,0,0
TARTRDtex,1,0,0,0,0
TARTRt7pp,0,0,0,0,0
TARTRtex,1,0,0,0,0
TARTt2_3pp,0,0,0,0,0
TAUDO,0,0,0,0,0
TAURabcpp,0,0,0,0,0
TAURtex,1,0,0,0,0
TCYNTtex,1,0,0,0,0
TDP,0,0,1,0,0
TDPADGAT,1,0,1,1,0
TDPAGTA,1,0,1,1,0
TDPDRE,1,1,1,1,0
TDPDRR,1,1,1,1,0
TDPGDH,1,1,1,1,0
TDSK,1,1,1,1,0
TDSR1,0,0,0,0,0
TDSR2,1,0,0,0,0
TGBPA,1,0,0,0,0
THD2pp,1,1,1,1,1
THDPS,1,1,1,1,0
THFAT,1,1,1,0,1
THIORDXi,1,1,1,0,0
THMDt2pp_copy1,1,1,1,0,1
THMDt2pp_copy2,1,1,1,1,1
THMDtex,1,1,1,1,1
THMabcpp,0,0,0,0,0
THMtex,1,0,0,0,0
THRA2,1,1,1,1,1
THRA,1,1,1,1,1
THRD,0,0,0,1,0
THRD_L,1,1,1,1,0
THRPtex,1,0,0,0,0
THRS,1,1,1,1,1
THRTRS,1,0,0,0,0
THRabcpp,1,1,1,0,0
THRt2pp,0,0,0,0,0
THRt2rpp,1,1,1,1,1
THRt4pp,1,1,1,0,1
THRtex,1,1,1,1,1
THYMt3pp,1,1,1,1,0
THYMtex,1,1,1,1,1
THZPSN3,1,0,0,0,0
TKT1,1,1,1,1,1
TKT2,1,1,1,1,1
TMAOR1,0,0,0,0,0
TMAOR1pp,0,0,0,0,0
TMAOR2,0,0,0,0,0
TMAOR2pp,0,0,0,0,0
TMAOtex,1,0,0,0,0
TMAtex,1,0,0,0,0
TMDK1,0,0,0,0,0
TMDPP,1,1,1,1,1
TMDS,1,1,1,1,0
TMK,0,0,0,0,0
TMPK,1,0,1,0,0
TMPPP,1,0,0,0,0
TPI,1,1,1,1,1
TPRDCOAS,1,0,0,0,0
TRDR,1,1,1,1,0
TRE6PH,0,0,1,0,0
TRE6PP,0,0,0,0,0
TRE6PS,1,0,1,0,0
TREH,0,0,0,0,0
TREHpp,0,0,0,0,0
TREptspp,0,0,0,0,0
TREtex,1,0,0,0,0
TRPAS2,0,0,0,1,1
TRPS1,1,1,1,0,0
TRPS2,1,1,1,0,1
TRPS3,1,1,1,1,0
TRPTRS,1,0,0,0,0
TRPt2rpp,1,1,1,1,1
TRPtex,1,1,1,1,1
TRSARr,0,0,0,1,1
TSULabcpp,1,0,0,0,0
TSULtex,1,0,0,0,0
TTDCAtexi,1,0,0,0,0
TTDCEAtexi,1,0,0,0,0
TTRCYCtex,1,1,1,0,1
TTRCYCtpp,1,1,1,0,0
TUNGSabcpp,1,0,0,0,0
TUNGStex,1,0,0,0,0
TYMtex,1,0,0,0,0
TYRL,1,0,0,0,0
TYROXDApp,0,0,0,0,0
TYRPpp,0,0,0,0,0
TYRPtex,1,0,0,0,0
TYRTA,1,1,1,1,1
TYRTRS,1,0,0,0,0
TYRt2rpp,1,1,1,1,1
TYRtex,1,1,1,1,1
ThDPAT,1,0,0,0,0
U23GAAT,1,1,1,1,0
UAAGDS,1,1,1,1,0
UACGALPpp,1,0,0,0,0
UACGAMPpp,1,0,0,0,0
UACGAMtex,1,0,0,0,0
UACMAMO,1,0,1,1,0
UAG2E,1,0,1,1,0
UAGAAT,1,1,1,1,1
UAGCVT,1,1,1,1,0
UAGDP,1,1,1,1,0
UAGPT3,1,1,1,1,0
UAMAGS,1,1,1,1,0
UAMAS,1,1,1,1,0
UAPGR,1,1,1,1,0
UDCPDP,1,1,1,1,0
UDCPDPS,1,0,0,0,0
UDCPDPpp,0,0,0,1,0
UDCPPtppi,1,0,1,1,0
UDPACGALtex,1,0,0,0,0
UDPG4E,1,0,0,0,0
UDPGALM,1,0,0,0,0
UDPGALPpp,1,0,0,0,0
UDPGALtex,1,0,0,0,0
UDPGD,0,0,1,1,0
UDPGDC,0,0,1,1,0
UDPGLCURtex,1,0,0,0,0
UDPGPpp,1,0,0,0,0
UDPGtex,1,0,0,0,0
UDPKAAT,0,0,1,1,1
UGLCURPpp,1,0,0,0,0
UGLT,1,0,0,0,0
UGLYCH,0,0,0,1,0
UGMDDS,1,1,1,1,0
UHGADA,1,1,1,1,0
ULA4NFT,0,0,1,1,0
ULA4Ntppi,0,0,1,1,0
UM3PL,1,1,1,1,0
UM4PCP,0,1,1,0,0
UM4PL,1,1,1,0,0
UMPK,1,1,1,1,1
UMPtex,1,0,0,0,0
UPLA4FNF,0,0,1,1,0
UPLA4FNT,0,0,1,1,0
UPP3MT,1,0,0,0,0
UPP3S,1,1,1,1,0
UPPDC1,1,1,1,1,0
UPPRT,1,1,1,1,0
URACPAH,0,0,1,1,0
URAt2pp_copy1,1,1,1,0,1
URAt2pp_copy2,0,1,1,1,1
URAtex,1,1,1,1,1
URDGLYCD,0,0,0,1,0
UREAtex,1,0,1,1,1
UREAtpp,0,0,1,1,1
URIC,1,0,1,1,0
URIH,0,0,0,0,0
URIK2,1,1,1,1,0
URIt2pp_copy1,1,1,1,0,1
URIt2pp_copy2,1,1,1,0,1
URItex,1,1,1,0,1
USHD,1,1,1,1,0
VALTA,1,1,1,1,1
VALTRS,1,0,0,0,0
VALabcpp,1,1,1,0,0
VALt2rpp,0,1,1,1,1
VALtex,1,1,1,1,1
VPAMTr,1,1,1,0,1
WCOS,1,0,0,0,0
X5PL3E,0,0,0,0,0
XAND,0,0,1,1,0
XANt2pp,1,1,1,0,0
XANtex,1,1,1,1,1
XANtpp,1,1,1,1,0
XMPtex,1,0,0,0,0
XPPT,0,0,0,0,0
XTSNH,0,0,0,0,0
XTSNt2rpp,1,1,1,0,0
XTSNtex,1,1,1,0,1
XYLI1,0,0,0,0,0
XYLI2,0,0,0,1,1
XYLK,0,0,0,0,0
XYLK2,0,0,0,0,0
XYLUt2pp,1,0,0,0,0
XYLUtex,1,0,0,0,0
XYLabcpp,1,0,0,0,0
XYLt2pp,0,0,0,0,0
XYLtex,1,0,0,0,0
ZN2abcpp,0,0,0,0,0
ZN2t3pp,1,0,1,0,0
ZN2tpp,1,0,1,0,0
ZNabcpp,0,0,0,0,0
Zn2tex,1,0,0,0,1
